3.000000000000000000e+01,4.200000000000000178e+00
2.780000000000000000e+02,8.609999999999999432e+01
2.490000000000000000e+02,8.770000000000000284e+01
5.700000000000000000e+01,4.500000000000000000e+00
3.120000000000000000e+02,9.100000000000000000e+01
2.800000000000000000e+02,9.890000000000000568e+01
7.000000000000000000e+01,9.699999999999999289e+00
3.280000000000000000e+02,9.209999999999999432e+01
3.420000000000000000e+02,9.800000000000000000e+01
1.450000000000000000e+02,2.939999999999999858e+01
1.730000000000000000e+02,6.210000000000000142e+01
1.200000000000000000e+02,3.600000000000000000e+01
1.230000000000000000e+02,1.569999999999999929e+01
4.000000000000000000e+01,2.119999999999999929e+01
7.500000000000000000e+01,6.799999999999999822e+00
9.200000000000000000e+01,1.209999999999999964e+01
2.970000000000000000e+02,9.640000000000000568e+01
6.600000000000000000e+01,7.299999999999999822e+00
3.130000000000000000e+02,8.990000000000000568e+01
1.620000000000000000e+02,6.379999999999999716e+01
3.440000000000000000e+02,1.000000000000000000e+02
2.660000000000000000e+02,9.200000000000000000e+01
3.460000000000000000e+02,9.100000000000000000e+01
1.230000000000000000e+02,4.270000000000000284e+01
1.060000000000000000e+02,2.869999999999999929e+01
4.700000000000000000e+01,1.259999999999999964e+01
2.010000000000000000e+02,6.979999999999999716e+01
2.710000000000000000e+02,8.550000000000000000e+01
1.140000000000000000e+02,1.910000000000000142e+01
1.730000000000000000e+02,6.929999999999999716e+01
2.140000000000000000e+02,8.650000000000000000e+01
2.150000000000000000e+02,8.690000000000000568e+01
1.510000000000000000e+02,5.120000000000000284e+01
2.400000000000000000e+02,9.659999999999999432e+01
1.530000000000000000e+02,4.170000000000000284e+01
2.620000000000000000e+02,8.259999999999999432e+01
2.890000000000000000e+02,8.340000000000000568e+01
2.160000000000000000e+02,6.929999999999999716e+01
2.600000000000000000e+02,9.490000000000000568e+01
5.500000000000000000e+01,7.900000000000000355e+00
1.960000000000000000e+02,6.289999999999999858e+01
2.800000000000000000e+02,8.270000000000000284e+01
3.000000000000000000e+01,2.060000000000000142e+01
1.300000000000000000e+02,2.450000000000000000e+01
1.370000000000000000e+02,4.450000000000000000e+01
3.270000000000000000e+02,8.800000000000000000e+01
2.610000000000000000e+02,8.240000000000000568e+01
2.740000000000000000e+02,9.840000000000000568e+01
3.230000000000000000e+02,8.600000000000000000e+01
1.530000000000000000e+02,4.170000000000000284e+01
5.800000000000000000e+01,0.000000000000000000e+00
3.480000000000000000e+02,8.800000000000000000e+01
3.410000000000000000e+02,9.400000000000000000e+01
3.140000000000000000e+02,9.500000000000000000e+01
2.770000000000000000e+02,8.500000000000000000e+01
7.800000000000000000e+01,3.700000000000000178e+00
1.090000000000000000e+02,2.980000000000000071e+01
1.050000000000000000e+02,1.040000000000000036e+01
1.520000000000000000e+02,3.920000000000000284e+01
2.820000000000000000e+02,9.370000000000000284e+01
4.100000000000000000e+01,8.599999999999999645e+00
7.600000000000000000e+01,1.240000000000000036e+01
2.670000000000000000e+02,8.800000000000000000e+01
1.550000000000000000e+02,5.560000000000000142e+01
2.860000000000000000e+02,8.679999999999999716e+01
9.300000000000000000e+01,2.130000000000000071e+01
1.360000000000000000e+02,4.220000000000000284e+01
2.970000000000000000e+02,9.640000000000000568e+01
2.900000000000000000e+02,9.420000000000000284e+01
6.500000000000000000e+01,1.800000000000000044e+00
5.700000000000000000e+01,1.889999999999999858e+01
3.210000000000000000e+02,9.009999999999999432e+01
2.420000000000000000e+02,9.529999999999999716e+01
2.860000000000000000e+02,8.500000000000000000e+01
2.790000000000000000e+02,9.340000000000000568e+01
1.380000000000000000e+02,3.429999999999999716e+01
6.700000000000000000e+01,2.010000000000000142e+01
3.110000000000000000e+02,8.500000000000000000e+01
2.560000000000000000e+02,9.070000000000000284e+01
2.600000000000000000e+02,8.770000000000000284e+01
8.700000000000000000e+01,3.510000000000000142e+01
2.630000000000000000e+02,9.100000000000000000e+01
2.140000000000000000e+02,7.750000000000000000e+01
2.090000000000000000e+02,6.820000000000000284e+01
6.600000000000000000e+01,2.719999999999999929e+01
2.900000000000000000e+02,9.420000000000000284e+01
1.880000000000000000e+02,6.440000000000000568e+01
2.760000000000000000e+02,8.100000000000000000e+01
2.960000000000000000e+02,9.700000000000000000e+01
2.850000000000000000e+02,9.300000000000000000e+01
3.030000000000000000e+02,1.000000000000000000e+02
2.510000000000000000e+02,9.500000000000000000e+01
2.790000000000000000e+02,9.340000000000000568e+01
1.460000000000000000e+02,2.819999999999999929e+01
2.030000000000000000e+02,8.520000000000000284e+01
2.480000000000000000e+02,9.290000000000000568e+01
1.860000000000000000e+02,5.779999999999999716e+01
2.960000000000000000e+02,9.820000000000000284e+01
1.980000000000000000e+02,7.179999999999999716e+01
2.180000000000000000e+02,7.370000000000000284e+01
6.900000000000000000e+01,2.299999999999999822e+00
2.910000000000000000e+02,9.070000000000000284e+01
5.500000000000000000e+01,1.869999999999999929e+01
2.070000000000000000e+02,7.270000000000000284e+01
5.500000000000000000e+01,4.299999999999999822e+00
2.800000000000000000e+02,9.529999999999999716e+01
6.400000000000000000e+01,1.250000000000000000e+01
3.300000000000000000e+01,2.799999999999999822e+00
9.300000000000000000e+01,1.950000000000000000e+01
2.070000000000000000e+02,7.990000000000000568e+01
2.770000000000000000e+02,8.420000000000000284e+01
2.540000000000000000e+02,9.940000000000000568e+01
1.380000000000000000e+02,3.250000000000000000e+01
3.320000000000000000e+02,9.220000000000000284e+01
2.210000000000000000e+02,7.659999999999999432e+01
2.190000000000000000e+02,9.209999999999999432e+01
1.560000000000000000e+02,4.900000000000000000e+01
3.300000000000000000e+01,2.080000000000000071e+01
2.570000000000000000e+02,9.450000000000000000e+01
3.470000000000000000e+02,9.900000000000000000e+01
9.600000000000000000e+01,0.000000000000000000e+00
3.050000000000000000e+02,9.000000000000000000e+01
1.520000000000000000e+02,5.720000000000000284e+01
1.450000000000000000e+02,2.760000000000000142e+01
8.700000000000000000e+01,2.169999999999999929e+01
3.490000000000000000e+02,9.700000000000000000e+01
2.020000000000000000e+02,7.029999999999999716e+01
2.270000000000000000e+02,7.679999999999999716e+01
3.360000000000000000e+02,8.100000000000000000e+01
2.990000000000000000e+02,9.290000000000000568e+01
4.200000000000000000e+01,1.950000000000000000e+01
3.700000000000000000e+01,2.460000000000000142e+01
1.440000000000000000e+02,4.500000000000000000e+01
2.990000000000000000e+02,8.570000000000000284e+01
8.900000000000000000e+01,3.119999999999999929e+01
2.610000000000000000e+02,9.700000000000000000e+01
2.820000000000000000e+02,9.009999999999999432e+01
4.900000000000000000e+01,2.360000000000000142e+01
2.130000000000000000e+02,6.990000000000000568e+01
1.620000000000000000e+02,5.300000000000000000e+01
2.380000000000000000e+02,9.800000000000000000e+01
1.470000000000000000e+02,5.050000000000000000e+01
9.500000000000000000e+01,2.550000000000000000e+01
1.340000000000000000e+02,4.650000000000000000e+01
1.080000000000000000e+02,2.400000000000000000e+01
1.210000000000000000e+02,2.739999999999999858e+01
2.740000000000000000e+02,9.300000000000000000e+01
3.030000000000000000e+02,9.490000000000000568e+01
2.990000000000000000e+02,9.650000000000000000e+01
2.430000000000000000e+02,8.650000000000000000e+01
2.020000000000000000e+02,7.750000000000000000e+01
2.500000000000000000e+02,8.970000000000000284e+01
4.800000000000000000e+01,0.000000000000000000e+00
1.910000000000000000e+02,5.710000000000000142e+01
2.610000000000000000e+02,9.509999999999999432e+01
1.920000000000000000e+02,6.129999999999999716e+01
