2.710000000000000000e+02,9.450000000000000000e+01
3.250000000000000000e+02,8.300000000000000000e+01
3.900000000000000000e+01,1.569999999999999929e+01
1.410000000000000000e+02,4.320000000000000284e+01
2.950000000000000000e+02,7.229999999999999716e+01
2.920000000000000000e+02,9.800000000000000000e+01
1.680000000000000000e+02,6.959999999999999432e+01
3.100000000000000000e+02,8.300000000000000000e+01
3.210000000000000000e+02,9.300000000000000000e+01
1.150000000000000000e+02,2.310000000000000142e+01
3.290000000000000000e+02,1.000000000000000000e+02
3.400000000000000000e+02,8.600000000000000000e+01
1.040000000000000000e+02,3.169999999999999929e+01
3.430000000000000000e+02,9.050000000000000000e+01
1.750000000000000000e+02,6.339999999999999858e+01
1.240000000000000000e+02,2.880000000000000071e+01
6.400000000000000000e+01,1.969999999999999929e+01
2.720000000000000000e+02,9.100000000000000000e+01
9.200000000000000000e+01,1.030000000000000071e+01
2.690000000000000000e+02,9.609999999999999432e+01
3.280000000000000000e+02,9.570000000000000284e+01
1.680000000000000000e+02,6.239999999999999858e+01
4.900000000000000000e+01,0.000000000000000000e+00
8.300000000000000000e+01,6.500000000000000000e+00
1.850000000000000000e+02,6.979999999999999716e+01
2.790000000000000000e+02,8.620000000000000284e+01
3.260000000000000000e+02,1.000000000000000000e+02
4.900000000000000000e+01,2.360000000000000142e+01
1.990000000000000000e+02,7.409999999999999432e+01
1.240000000000000000e+02,2.880000000000000071e+01
8.400000000000000000e+01,4.900000000000000355e+00
7.300000000000000000e+01,8.300000000000000711e+00
8.300000000000000000e+01,4.700000000000000178e+00
1.380000000000000000e+02,4.870000000000000284e+01
3.460000000000000000e+02,8.700000000000000000e+01
2.570000000000000000e+02,1.000000000000000000e+02
6.000000000000000000e+01,1.559999999999999964e+01
2.390000000000000000e+02,8.559999999999999432e+01
1.580000000000000000e+02,3.589999999999999858e+01
2.290000000000000000e+02,9.370000000000000284e+01
1.960000000000000000e+02,6.890000000000000568e+01
1.650000000000000000e+02,4.960000000000000142e+01
1.560000000000000000e+02,4.000000000000000000e+01
7.900000000000000000e+01,5.700000000000000178e+00
